model_id,session,timestamp,run_name,run_number,is_baseline,fifo_name,fifo_pos,fifo_impl_style,depth,is_constrained,up_out_fifo_depths,up_PE,up_SIMD,up_MH,up_MW,up_IFMChannels,up_OFMChannels,up_numChannels,up_Labels,up_inWidth,up_outWidth,up_IFMDim,up_OFMDim,up_KernelDim,up_Stride,up_inputBits,up_outputBits,up_weightBits,up_accBits,dn_layer_type,dn_impl_type,dn_PE,dn_SIMD,dn_op_type,dn_MH,dn_MW,dn_IFMChannels,dn_OFMChannels,dn_numChannels,dn_Labels,dn_inWidth,dn_outWidth,dn_IFMDim,dn_OFMDim,dn_KernelDim,dn_Stride,dn_inputBits,dn_outputBits,dn_weightBits,dn_accBits,up_layer_type,up_impl_type,up_op_type
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run8_optimized,8,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LabelSelect,hls,1,1,LabelSelect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run8_optimized,8,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_0,0,rtl,784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thresholding,rtl,1,1,Thresholding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_1,2,vivado,784,1,784,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thresholding,rtl,Thresholding
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_2,4,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,28,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_3,6,rtl,54,1,54,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_4,8,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,2,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_6,12,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,2,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_7,14,rtl,32,1,32,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,1,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LabelSelect,hls,1,1,LabelSelect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run9_optimized,9,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_0,0,rtl,784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thresholding,rtl,1,1,Thresholding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_1,2,vivado,784,1,784,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thresholding,rtl,Thresholding
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_2,4,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,28,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_3,6,rtl,2,0,2,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_4,8,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,4,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_6,12,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,4,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_7,14,rtl,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,1,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LabelSelect,hls,1,1,LabelSelect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run10_optimized,10,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_0,0,rtl,543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thresholding,rtl,1,1,Thresholding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_1,2,vivado,784,1,784,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thresholding,rtl,Thresholding
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_2,4,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,49,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_3,6,rtl,2,0,2,1,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_4,8,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,4,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_6,12,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,4,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_7,14,rtl,33,1,33,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,1,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LabelSelect,hls,1,1,LabelSelect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run11_optimized,11,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_0,0,rtl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thresholding,rtl,1,1,Thresholding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_1,2,vivado,615,1,615,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thresholding,rtl,Thresholding
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_2,4,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,56,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_3,6,rtl,2,0,2,1,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_4,8,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_6,12,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_7,14,rtl,32,1,32,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,1,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LabelSelect,hls,1,1,LabelSelect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run12_optimized,12,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_0,0,rtl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thresholding,rtl,1,1,Thresholding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_1,2,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thresholding,rtl,Thresholding
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_2,4,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,98,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_3,6,rtl,2,0,2,1,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_4,8,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_6,12,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_7,14,rtl,36,1,36,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,1,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LabelSelect,hls,1,1,LabelSelect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run13_optimized,13,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_0,0,rtl,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thresholding,rtl,2,1,Thresholding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_1,2,vivado,392,1,392,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thresholding,rtl,Thresholding
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_2,4,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,98,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_3,6,rtl,2,0,2,1,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_4,8,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_5,10,rtl,38,1,38,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_6,12,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_7,14,rtl,64,1,64,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,1,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LabelSelect,hls,1,1,LabelSelect,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run14_optimized,14,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_0,0,rtl,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thresholding,rtl,2,1,Thresholding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_1,2,vivado,392,1,392,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thresholding,rtl,Thresholding
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_2,4,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,98,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_3,6,rtl,2,0,2,1,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_4,8,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_6,12,rtl,32,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,8,MVAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
MNIST_1W1A,MNIST_1W1A_2026-03-24_23-17-18,2026-03-24_23-17-18,run15_optimized,15,0,StreamingFIFO_rtl_7,14,rtl,2,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,MVAU
